dist_x,dist_y,axis_y,vel_y,action
8,2,36,5,1
1,-2,13,-2,0
4,2,29,4,1
0,1,38,6,1
6,-7,14,3,0
11,4,34,7,1
10,0,30,-1,0
9,1,28,5,1
9,-2,32,3,0
9,5,33,4,1
4,1,36,5,1
4,-2,22,-3,0
3,-2,31,-2,0
5,-2,30,-3,0
0,1,18,4,1
10,0,22,-2,0
3,1,23,5,0
4,2,28,4,1
7,4,23,-4,0
11,-3,19,5,1
10,-11,11,-3,0
-3,-2,12,1,0
2,-2,12,-1,0
2,1,30,5,1
1,0,20,4,0
9,6,39,5,1
14,3,19,-5,0
-2,-2,23,2,0
6,-3,25,1,0
-1,1,40,5,1
-2,1,37,5,1
-3,-2,21,0,0
10,-1,26,5,1
-2,2,22,5,1
8,3,24,-3,1
5,-3,10,-3,0
10,1,30,4,1
8,3,27,-2,1
-4,1,28,5,1
6,-3,11,-1,0
3,-1,23,-1,0
10,0,30,-4,0
10,3,29,4,1
1,1,31,6,1
0,1,41,6,1
7,0,15,-2,1
-2,1,39,5,1
1,0,27,2,0
0,-2,18,-2,0
11,3,25,-3,0
5,-2,33,-3,0
-4,1,40,5,1
0,2,37,6,1
3,1,28,-6,0
8,2,22,3,1
7,-2,28,3,0
5,1,39,5,1
4,-1,34,-3,0
-3,1,26,5,1
11,1,26,1,0
10,2,24,5,1
5,-4,20,1,0
9,1,19,6,0
4,1,27,5,1
7,2,30,5,1
5,1,19,-2,0
1,2,29,5,1
7,-1,35,-5,0
-3,1,37,5,1
1,2,29,3,1
8,0,26,-2,1
5,2,19,5,1
3,1,16,7,1
7,1,38,-6,0
11,-4,18,4,1
2,2,32,5,1
8,0,39,9,1
15,2,31,5,1
16,0,36,8,1
7,2,31,-3,1
-4,-2,21,2,0
3,2,27,5,1
2,-2,31,-2,0
7,1,25,-5,0
9,7,30,-5,0
-1,1,40,6,1
-4,1,32,6,1
-1,1,31,5,1
9,6,29,-4,0
4,-1,18,-4,0
2,0,18,-5,0
-1,1,15,5,1
0,1,19,4,1
-2,1,34,5,1
9,0,14,4,0
10,1,18,5,1
3,1,37,5,1
6,1,20,5,1
6,3,38,5,1
7,-4,30,9,0
16,0,30,-3,0
1,-2,16,2,0
7,-6,18,1,0
7,-2,25,-3,0
11,0,16,5,1
3,-2,25,0,0
9,2,19,5,1
1,1,39,5,1
3,1,28,5,1
-4,1,33,5,1
11,1,22,5,1
4,-3,14,2,0
7,-2,30,2,0
10,4,34,3,0
5,-1,21,-4,0
6,2,37,5,1
0,-2,23,1,0
-2,-1,16,-3,0
0,0,37,4,0
5,-2,21,-1,0
2,1,29,5,1
